OS;Categoria;Linha;Equipamento;Descricao;InicioProg;TerminoProg;TempoPrevisto;InicioReal;TerminoReal;TempoParada;Oficina;Tipo;MP;SS;Status
OS93572;Xarope;X-01;Esteira X-01;MP - Inspeção de Rota do Equipamento (Mecânica);22/11/2021 00:00;22/11/2021 02:00;2;22/11/2021 00:00;22/11/2021 02:00;2;Elétrica;IR;MP - 148665;;FECH
OS93573;Xarope;X-01;Paletrizadora X-01;MP - Inspeção de Rota do Equipamento (Mecânica);23/11/2021 00:00;23/11/2021 02:00;2;23/11/2021 00:00;23/11/2021 02:00;2;Automação;IR;MP - 148666;;CONC
OS93574;Xarope;X-02;Envasadora X-02;MP - Inspeção de Rota do Equipamento (Mecânica);05/11/2021 00:00;05/11/2021 02:00;2;05/11/2021 00:00;05/11/2021 02:00;2;Mecânica;IR;MP - 148667;;FECH
OS93575;Xarope;X-02;Encartuchadeira X-02;MP - Inspeção de Rota do Equipamento (Mecânica);06/11/2021 00:00;06/11/2021 02:00;2;06/11/2021 00:00;06/11/2021 02:00;2;Mecânica;IR;MP - 148668;;CONC
OS93576;Xarope;X-02;Seladora X-02;MP - Inspeção de Rota do Equipamento (Mecânica);07/11/2021 00:00;07/11/2021 02:00;2;07/11/2021 00:00;07/11/2021 02:00;2;Mecânica;IR;MP - 148669;;FECH
OS93577;Xarope;X-02;Seladora de pacotes X-02;MP - Inspeção de Rota do Equipamento (Mecânica);08/11/2021 00:00;08/11/2021 02:00;2;08/11/2021 00:00;08/11/2021 02:00;2;Mecânica;IR;MP - 148670;;FECH
OS93578;Xarope;X-02;Esteira X-02;MP - Inspeção de Rota do Equipamento (Mecânica);13/11/2021 00:00;13/11/2021 02:00;2;13/11/2021 00:00;13/11/2021 02:00;2;Elétrica;IR;MP - 148671;;FECH
OS93579;Xarope;X-02;Paletrizadora X-02;MP - Inspeção de Rota do Equipamento (Mecânica);14/11/2021 00:00;14/11/2021 02:00;2;14/11/2021 00:00;14/11/2021 02:00;2;Elétrica;IR;MP - 148672;;CONC
OS93580;Utilidades;Compressores;Compressor  - GA 55;MP - Inspeção de Rota do Equipamento (Mecânica);15/11/2021 00:00;15/11/2021 02:00;2;25/11/2021 10:28;25/11/2021 12:00;1,53;Elétrica;IR;MP - 148673;;FECH
OS93583;Utilidades;Subsestação;Trafo 750 KVA;MP - Inspeção de Rota do Equipamento (Mecânica);22/11/2021 00:00;22/11/2021 02:00;2;22/11/2021 00:00;22/11/2021 02:00;2;Elétrica;IR;MP - 148676;;FECH
OS93584;Utilidades;Sala de Caldeiras;Caldeira 01;MP - Inspeção de Rota do Equipamento (Mecânica);23/11/2021 00:00;23/11/2021 02:00;2;23/11/2021 00:00;23/11/2021 02:00;2;Mecânica;IR;MP - 148677;;CONC
OS93585;Pomadas;P-01;Envasadora P-01;MP - Inspeção de Rota do Equipamento (Elétrica);05/12/2021 00:00;05/12/2021 02:00;2;05/12/2021 00:00;05/12/2021 02:00;2;Automação;IR;MP - 148678;;FECH
OS93586;Pomadas;P-01;Encartuchadeira P-01;MP - Inspeção de Rota do Equipamento (Elétrica);06/12/2021 00:00;06/12/2021 02:00;2;06/12/2021 00:00;06/12/2021 02:00;2;Elétrica;IR;MP - 148679;;FECH
OS93587;Pomadas;P-01;Seladora P-01;MP - Inspeção de Rota do Equipamento (Elétrica);07/12/2021 00:00;07/12/2021 02:00;2;07/12/2021 00:00;07/12/2021 02:00;2;Elétrica;IR;MP - 148680;;FECH
OS93588;Pomadas;P-01;Seladora de pacotes P-01;MP - Inspeção de Rota do Equipamento (Elétrica);08/12/2021 00:00;08/12/2021 02:00;2;08/12/2021 00:00;08/12/2021 02:00;2;Mecânica;IR;MP - 148681;;FECH
OS93589;Pomadas;P-01;Esteira P-01;MP - Inspeção de Rota do Equipamento (Elétrica);13/12/2021 00:00;13/12/2021 02:00;2;13/12/2021 00:00;13/12/2021 02:00;2;Mecânica;IR;MP - 148682;;FECH
OS93590;Pomadas;P-01;Paletrizadora P-01;MP - Inspeção de Rota do Equipamento (Elétrica);14/12/2021 00:00;14/12/2021 02:00;2;14/12/2021 00:00;14/12/2021 02:00;2;Elétrica;IR;MP - 148683;;FECH
OS93592;Pomadas;P-02;Encartuchadeira P-02;MP - Inspeção de Rota do Equipamento (Elétrica);16/12/2021 00:00;16/12/2021 02:00;2;16/12/2021 00:00;16/12/2021 02:00;2;Elétrica;IR;MP - 148685;;FECH
OS93593;Pomadas;P-02;Seladora P-02;MP - Inspeção de Rota do Equipamento (Elétrica);21/12/2021 00:00;21/12/2021 02:00;2;21/12/2021 00:00;21/12/2021 02:00;2;Mecânica;IR;MP - 148686;;FECH
OS93594;Pomadas;P-02;Seladora de pacotes P-02;MP - Inspeção de Rota do Equipamento (Elétrica);22/12/2021 00:00;22/12/2021 02:00;2;22/12/2021 00:00;22/12/2021 02:00;2;Mecânica;IR;MP - 148687;;FECH
OS93595;Pomadas;P-02;Esteira P-02;MP - Inspeção de Rota do Equipamento (Elétrica);23/12/2021 00:00;23/12/2021 02:00;2;;;0;Elétrica;IR;MP - 148688;;PEND
OS93596;Pomadas;P-02;Paletrizadora P-02;MP - Inspeção de Rota do Equipamento (Elétrica);05/12/2021 00:00;05/12/2021 02:00;2;05/12/2021 00:00;05/12/2021 02:00;2;Mecânica;IR;MP - 148689;;FECH
OS93597;Pomadas;Fabricação Pomadas;Mixer 1 Pomadas;MP - Inspeção de Rota do Equipamento (Elétrica);06/12/2021 00:00;06/12/2021 02:00;2;06/12/2021 00:00;06/12/2021 02:00;2;Automação;IR;MP - 148690;;FECH
OS93598;Pomadas;Fabricação Pomadas;Mixer 2 Pomadas;MP - Inspeção de Rota do Equipamento (Elétrica);07/12/2021 00:00;07/12/2021 02:00;2;07/12/2021 00:00;07/12/2021 02:00;2;Automação;IR;MP - 148691;;FECH
OS93599;Xarope;Fabricação Xarope;Mixer 1 Xarope;MP - Inspeção de Rota do Equipamento (Elétrica);08/12/2021 00:00;08/12/2021 02:00;2;08/12/2021 00:00;08/12/2021 02:00;2;Mecânica;IR;MP - 148692;;FECH
OS93600;Xarope;Fabricação Xarope;Mixer 2 Xarope;MP - Inspeção de Rota do Equipamento (Elétrica);13/12/2021 00:00;13/12/2021 02:00;2;13/12/2021 00:00;13/12/2021 02:00;2;Mecânica;IR;MP - 148693;;FECH
OS93601;Xarope;X-01;Envasadora X-01;MP - Inspeção de Rota do Equipamento (Elétrica);14/12/2021 00:00;14/12/2021 02:00;2;14/12/2021 00:00;14/12/2021 02:00;2;Mecânica;IR;MP - 148694;;FECH
OS93602;Xarope;X-01;Encartuchadeira X-01;MP - Inspeção de Rota do Equipamento (Elétrica);15/12/2021 00:00;15/12/2021 02:00;2;15/12/2021 00:00;15/12/2021 02:00;2;Elétrica;IR;MP - 148695;;FECH
OS93603;Xarope;X-01;Seladora X-01;MP - Inspeção de Rota do Equipamento (Elétrica);16/12/2021 00:00;16/12/2021 02:00;2;16/12/2021 00:00;16/12/2021 02:00;2;Mecânica;IR;MP - 148696;;FECH
OS93604;Xarope;X-01;Seladora de pacotes X-01;MP - Inspeção de Rota do Equipamento (Elétrica);21/12/2021 00:00;21/12/2021 02:00;2;;;0;Mecânica;IR;MP - 148697;;PEND
OS93605;Xarope;X-01;Esteira X-01;MP - Inspeção de Rota do Equipamento (Elétrica);22/12/2021 00:00;22/12/2021 02:00;2;22/12/2021 00:00;22/12/2021 02:00;2;Automação;IR;MP - 148698;;FECH
OS93606;Xarope;X-01;Paletrizadora X-01;MP - Inspeção de Rota do Equipamento (Elétrica);23/12/2021 00:00;23/12/2021 02:00;2;;;0;Mecânica;IR;MP - 148699;;PEND
OS93607;Xarope;X-02;Envasadora X-02;MP - Inspeção de Rota do Equipamento (Elétrica);05/12/2021 00:00;05/12/2021 02:00;2;05/12/2021 00:00;05/12/2021 02:00;2;Mecânica;IR;MP - 148700;;FECH
OS93608;Xarope;X-02;Encartuchadeira X-02;MP - Inspeção de Rota do Equipamento (Elétrica);06/12/2021 00:00;06/12/2021 02:00;2;06/12/2021 00:00;06/12/2021 02:00;2;Elétrica;IR;MP - 148701;;FECH
OS93609;Xarope;X-02;Seladora X-02;MP - Inspeção de Rota do Equipamento (Elétrica);07/12/2021 00:00;07/12/2021 02:00;2;07/12/2021 00:00;07/12/2021 02:00;2;Mecânica;IR;MP - 148702;;FECH
OS93610;Xarope;X-02;Seladora de pacotes X-02;MP - Inspeção de Rota do Equipamento (Elétrica);08/12/2021 00:00;08/12/2021 02:00;2;08/12/2021 00:00;08/12/2021 02:00;2;Automação;IR;MP - 148703;;FECH
OS93611;Xarope;X-02;Esteira X-02;MP - Inspeção de Rota do Equipamento (Elétrica);13/12/2021 00:00;13/12/2021 02:00;2;13/12/2021 00:00;13/12/2021 02:00;2;Elétrica;IR;MP - 148704;;FECH
OS93613;Utilidades;Compressores;Compressor  - GA 55;MP - Inspeção de Rota do Equipamento (Elétrica);15/12/2021 00:00;15/12/2021 02:00;2;15/12/2021 00:00;15/12/2021 02:00;2;Elétrica;IR;MP - 148706;;FECH
OS93614;Utilidades;Compressores;Compressor  - GA 160;MP - Inspeção de Rota do Equipamento (Elétrica);16/12/2021 00:00;16/12/2021 02:00;2;16/12/2021 00:00;16/12/2021 02:00;2;Mecânica;IR;MP - 148707;;FECH
OS93615;Utilidades;Subsestação;Trafo 1000 KVA;MP - Inspeção de Rota do Equipamento (Elétrica);21/12/2021 00:00;21/12/2021 02:00;2;;;0;Mecânica;IR;MP - 148708;;PEND
OS93616;Utilidades;Subsestação;Trafo 750 KVA;MP - Inspeção de Rota do Equipamento (Elétrica);22/12/2021 00:00;22/12/2021 02:00;2;22/12/2021 00:00;22/12/2021 02:00;2;Automação;IR;MP - 148709;;FECH
OS93617;Utilidades;Sala de Caldeiras;Caldeira 01;MP - Inspeção de Rota do Equipamento (Elétrica);23/12/2021 00:00;23/12/2021 02:00;2;23/12/2021 00:00;23/12/2021 02:00;2;Mecânica;IR;MP - 148710;;FECH
OS93618;Pomadas;P-01;Envasadora P-01;MP - Inspeção de Rota do Equipamento (Mecânica);05/12/2021 00:00;05/12/2021 02:00;2;05/12/2021 00:00;05/12/2021 02:00;2;Automação;IR;MP - 148711;;FECH
OS93619;Pomadas;P-01;Encartuchadeira P-01;MP - Inspeção de Rota do Equipamento (Mecânica);06/12/2021 00:00;06/12/2021 02:00;2;06/12/2021 00:00;06/12/2021 02:00;2;Mecânica;IR;MP - 148712;;FECH
OS93620;Pomadas;P-01;Seladora P-01;MP - Inspeção de Rota do Equipamento (Mecânica);07/12/2021 00:00;07/12/2021 02:00;2;07/12/2021 00:00;07/12/2021 02:00;2;Elétrica;IR;MP - 148713;;FECH
OS93621;Pomadas;P-01;Seladora de pacotes P-01;MP - Inspeção de Rota do Equipamento (Mecânica);08/12/2021 00:00;08/12/2021 02:00;2;08/12/2021 00:00;08/12/2021 02:00;2;Mecânica;IR;MP - 148714;;FECH
OS93622;Pomadas;P-01;Esteira P-01;MP - Inspeção de Rota do Equipamento (Mecânica);13/12/2021 00:00;13/12/2021 02:00;2;13/12/2021 00:00;13/12/2021 02:00;2;Mecânica;IR;MP - 148715;;FECH
OS93623;Pomadas;P-01;Paletrizadora P-01;MP - Inspeção de Rota do Equipamento (Mecânica);14/12/2021 00:00;14/12/2021 02:00;2;14/12/2021 00:00;14/12/2021 02:00;2;Mecânica;IR;MP - 148716;;FECH
OS93624;Pomadas;P-02;Envasadora P-02;MP - Inspeção de Rota do Equipamento (Mecânica);15/12/2021 00:00;15/12/2021 02:00;2;15/12/2021 00:00;15/12/2021 02:00;2;Automação;IR;MP - 148717;;FECH
OS93625;Pomadas;P-02;Encartuchadeira P-02;MP - Inspeção de Rota do Equipamento (Mecânica);16/12/2021 00:00;16/12/2021 02:00;2;16/12/2021 00:00;16/12/2021 02:00;2;Elétrica;IR;MP - 148718;;FECH
OS93626;Pomadas;P-02;Seladora P-02;MP - Inspeção de Rota do Equipamento (Mecânica);21/12/2021 00:00;21/12/2021 02:00;2;21/12/2021 00:00;21/12/2021 02:00;2;Elétrica;IR;MP - 148719;;FECH
OS93627;Pomadas;P-02;Seladora de pacotes P-02;MP - Inspeção de Rota do Equipamento (Mecânica);22/12/2021 00:00;22/12/2021 02:00;2;22/12/2021 00:00;22/12/2021 02:00;2;Mecânica;IR;MP - 148720;;FECH
OS93628;Pomadas;P-02;Esteira P-02;MP - Inspeção de Rota do Equipamento (Mecânica);23/12/2021 00:00;23/12/2021 02:00;2;23/12/2021 00:00;23/12/2021 02:00;2;Mecânica;IR;MP - 148721;;FECH
OS93629;Pomadas;P-02;Paletrizadora P-02;MP - Inspeção de Rota do Equipamento (Mecânica);05/12/2021 00:00;05/12/2021 02:00;2;05/12/2021 00:00;05/12/2021 02:00;2;Elétrica;IR;MP - 148722;;FECH
OS93630;Pomadas;Fabricação Pomadas;Mixer 1 Pomadas;MP - Inspeção de Rota do Equipamento (Mecânica);06/12/2021 00:00;06/12/2021 02:00;2;06/12/2021 00:00;06/12/2021 02:00;2;Automação;IR;MP - 148723;;FECH
OS93631;Pomadas;Fabricação Pomadas;Mixer 2 Pomadas;MP - Inspeção de Rota do Equipamento (Mecânica);07/12/2021 00:00;07/12/2021 02:00;2;07/12/2021 00:00;07/12/2021 02:00;2;Mecânica;IR;MP - 148724;;FECH
OS93632;Xarope;Fabricação Xarope;Mixer 1 Xarope;MP - Inspeção de Rota do Equipamento (Mecânica);08/12/2021 00:00;08/12/2021 02:00;2;08/12/2021 00:00;08/12/2021 02:00;2;Elétrica;IR;MP - 148725;;FECH
OS93633;Xarope;Fabricação Xarope;Mixer 2 Xarope;MP - Inspeção de Rota do Equipamento (Mecânica);13/12/2021 00:00;13/12/2021 02:00;2;13/12/2021 00:00;13/12/2021 02:00;2;Elétrica;IR;MP - 148726;;FECH
OS93635;Xarope;X-01;Encartuchadeira X-01;MP - Inspeção de Rota do Equipamento (Mecânica);15/12/2021 00:00;15/12/2021 02:00;2;15/12/2021 00:00;15/12/2021 02:00;2;Automação;IR;MP - 148728;;FECH
OS93636;Xarope;X-01;Seladora X-01;MP - Inspeção de Rota do Equipamento (Mecânica);16/12/2021 00:00;16/12/2021 02:00;2;16/12/2021 00:00;16/12/2021 02:00;2;Mecânica;IR;MP - 148729;;FECH
OS93638;Xarope;X-01;Esteira X-01;MP - Inspeção de Rota do Equipamento (Mecânica);22/12/2021 00:00;22/12/2021 02:00;2;22/12/2021 00:00;22/12/2021 02:00;2;Elétrica;IR;MP - 148731;;FECH
OS93639;Xarope;X-01;Paletrizadora X-01;MP - Inspeção de Rota do Equipamento (Mecânica);23/12/2021 00:00;23/12/2021 02:00;2;;;0;Automação;IR;MP - 148732;;PEND
OS93640;Xarope;X-02;Envasadora X-02;MP - Inspeção de Rota do Equipamento (Mecânica);05/12/2021 00:00;05/12/2021 02:00;2;05/12/2021 00:00;05/12/2021 02:00;2;Mecânica;IR;MP - 148733;;FECH
OS93641;Xarope;X-02;Encartuchadeira X-02;MP - Inspeção de Rota do Equipamento (Mecânica);06/12/2021 00:00;06/12/2021 02:00;2;06/12/2021 00:00;06/12/2021 02:00;2;Mecânica;IR;MP - 148734;;FECH
OS93642;Xarope;X-02;Seladora X-02;MP - Inspeção de Rota do Equipamento (Mecânica);07/12/2021 00:00;07/12/2021 02:00;2;07/12/2021 00:00;07/12/2021 02:00;2;Mecânica;IR;MP - 148735;;FECH
OS93643;Xarope;X-02;Seladora de pacotes X-02;MP - Inspeção de Rota do Equipamento (Mecânica);08/12/2021 00:00;08/12/2021 02:00;2;08/12/2021 00:00;08/12/2021 02:00;2;Mecânica;IR;MP - 148736;;FECH
OS93644;Xarope;X-02;Esteira X-02;MP - Inspeção de Rota do Equipamento (Mecânica);13/12/2021 00:00;13/12/2021 02:00;2;13/12/2021 00:00;13/12/2021 02:00;2;Mecânica;IR;MP - 148737;;FECH
OS93645;Xarope;X-02;Paletrizadora X-02;MP - Inspeção de Rota do Equipamento (Mecânica);14/12/2021 00:00;14/12/2021 02:00;2;14/12/2021 00:00;14/12/2021 02:00;2;Mecânica;IR;MP - 148738;;FECH
OS93646;Utilidades;Compressores;Compressor  - GA 55;MP - Inspeção de Rota do Equipamento (Mecânica);15/12/2021 00:00;15/12/2021 02:00;2;15/12/2021 00:00;15/12/2021 02:00;2;Automação;IR;MP - 148739;;FECH
OS93648;Utilidades;Subsestação;Trafo 1000 KVA;MP - Inspeção de Rota do Equipamento (Mecânica);21/12/2021 00:00;21/12/2021 02:00;2;21/12/2021 00:00;21/12/2021 02:00;2;Mecânica;IR;MP - 148741;;FECH
OS93650;Utilidades;Sala de Caldeiras;Caldeira 01;MP - Inspeção de Rota do Equipamento (Mecânica);23/12/2021 00:00;23/12/2021 02:00;2;23/12/2021 00:00;23/12/2021 02:00;2;Elétrica;IR;MP - 148743;;FECH
OS93651;Xarope;X-02;Esteira X-02;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93652;Pomadas;Fabricação Pomadas;Mixer 1 Pomadas;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93653;Pomadas;P-02;Paletrizadora P-02;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93654;Utilidades;Sala de Caldeiras;Caldeira 01;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93655;Xarope;X-02;Envasadora X-02;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93656;Pomadas;P-02;Seladora P-02;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93657;Pomadas;P-01;Paletrizadora P-01;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93658;Utilidades;Sala de Caldeiras;Caldeira 01;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93659;Pomadas;P-02;Seladora de pacotes P-02;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93660;Xarope;X-01;Paletrizadora X-01;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93661;Pomadas;P-01;Encartuchadeira P-01;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93662;Pomadas;P-02;Envasadora P-02;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93663;Xarope;Fabricação Xarope;Mixer 1 Xarope;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93664;Pomadas;P-02;Encartuchadeira P-02;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93665;Xarope;X-02;Seladora X-02;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93666;Utilidades;Compressores;Compressor  - GA 160;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93667;Utilidades;Subsestação;Trafo 750 KVA;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93668;Pomadas;Fabricação Pomadas;Mixer 2 Pomadas;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93669;Pomadas;P-01;Envasadora P-01;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93670;Pomadas;P-02;Envasadora P-02;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93671;Xarope;X-02;Envasadora X-02;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93672;Pomadas;P-01;Seladora P-01;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93673;Pomadas;P-02;Esteira P-02;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93674;Xarope;X-02;Paletrizadora X-02;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93675;Xarope;X-02;Esteira X-02;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93676;Utilidades;Subsestação;Trafo 1000 KVA;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93677;Pomadas;P-02;Encartuchadeira P-02;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93678;Xarope;X-01;Seladora X-01;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93679;Xarope;X-02;Envasadora X-02;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93680;Utilidades;Compressores;Compressor  - GA 160;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93681;Pomadas;P-02;Esteira P-02;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93682;Xarope;X-02;Seladora de pacotes X-02;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93683;Pomadas;P-01;Envasadora P-01;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93684;Pomadas;P-01;Encartuchadeira P-01;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93685;Pomadas;P-01;Seladora P-01;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93686;Pomadas;P-01;Seladora de pacotes P-01;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93687;Pomadas;P-01;Esteira P-01;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93688;Pomadas;P-01;Paletrizadora P-01;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93689;Pomadas;P-02;Envasadora P-02;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93690;Pomadas;P-02;Encartuchadeira P-02;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93691;Pomadas;P-02;Seladora P-02;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93692;Pomadas;P-02;Seladora de pacotes P-02;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93693;Pomadas;P-02;Esteira P-02;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93694;Pomadas;P-02;Paletrizadora P-02;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93695;Pomadas;Fabricação Pomadas;Mixer 1 Pomadas;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93696;Pomadas;Fabricação Pomadas;Mixer 2 Pomadas;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93697;Xarope;Fabricação Xarope;Mixer 1 Xarope;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93698;Xarope;Fabricação Xarope;Mixer 2 Xarope;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93699;Xarope;X-01;Envasadora X-01;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93700;Xarope;X-01;Encartuchadeira X-01;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93701;Xarope;X-01;Seladora X-01;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93702;Xarope;X-01;Seladora de pacotes X-01;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93703;Xarope;X-01;Esteira X-01;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93704;Xarope;X-01;Paletrizadora X-01;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
