ID;Centro de Custo;Data Registro;Hora do registro;Vlr. Unit.;Qtde; Valor ;Material;Texto breve material;Local;Tipo
10080231;40009;26/02/2020;05:03:02;R$ 178,06;1;R$ 178,06;85001976;ELEMENTO FILT,P/ AGUA,FILTERINTER/G78-A2;REM01-1000-1200-E000003;Corretiva
10080232;40007;26/02/2020;01:23:09;R$ 61,26;1;R$ 61,26;85002349;BROCA HELICOIDAL,DI 8,50MM,COMP 105MM;REM01-1000-1200-E000001;Corretiva
10080233;40012;26/02/2020;02:21:24;R$ 37,09;1;R$ 37,09;85002366;O-RING,20,22X3,53MM,VITON,75 SHORE A;REM01-1000-1200-E000006;Corretiva
10080234;40001;26/02/2020;19:39:31;R$ 17,03;1;R$ 17,03;85002396;ADAPTADOR TUBO/MACHO, FESTO/2029;REM01-1000-1100-E000001;Corretiva
10080235;40025;27/02/2020;20:51:08;R$ 1.385,74;1;R$ 1.385,74;85001952;PINO,ZG USINAGEM/PIZG607;REM01-2000-2200-X000003;Corretiva
10080236;40002;27/02/2020;21:54:13;R$ 450,65;1;R$ 450,65;85002276;DISJUNTOR TERMOMAG,SIEMENS/5SX4 104-7;REM01-1000-1100-E000002;Corretiva
10080237;40002;27/02/2020;21:54:13;R$ 450,65;1;R$ 450,65;85002276;DISJUNTOR TERMOMAG,SIEMENS/5SX4 104-7;REM01-1000-1100-E000002;Corretiva
10080238;40004;27/02/2020;10:47:09;R$ 368,73;1;R$ 368,73;85002280;SAPATO SEG,SAFETLINE/1925/VR/NUM41;REM01-1000-1100-E000004;Corretiva
10080239;40004;27/02/2020;10:47:09;R$ 368,73;1;R$ 368,73;85002280;SAPATO SEG,SAFETLINE/1925/VR/NUM41;REM01-1000-1100-E000004;Corretiva
10080240;40001;27/02/2020;18:54:04;R$ 298,44;1;R$ 298,44;85002250;GAXETA UHMW, 20X14,5X14MM, CRS VED/65SHD;REM01-1000-1100-E000001;Corretiva
10080241;40001;27/02/2020;18:54:04;R$ 298,44;1;R$ 298,44;85002250;GAXETA UHMW, 20X14,5X14MM, CRS VED/65SHD;REM01-1000-1100-E000001;Corretiva
10080242;40014;27/02/2020;14:18:28;R$ 167,81;1;R$ 167,81;85002292;BUCHA,DA EVS,/DES CH-C26-095;REM01-1000-1200-F000002;Planejada
10080243;40018;27/02/2020;19:27:20;R$ 133,51;1;R$ 133,51;85002312;MOLA,DA EVS,/DES CI-C26-038;REM01-2000-2100-X000002;Corretiva
10080244;40007;27/02/2020;16:15:32;R$ 61,80;1;R$ 61,80;85002348;BOBINA SOL,FESTO/MSFG-24/42-50/60;REM01-1000-1200-E000001;Corretiva
10080245;40011;27/02/2020;09:12:30;R$ 8,59;1;R$ 8,59;85002388;UNIAO TUBO,FESTO/QS-6;REM01-1000-1200-E000005;Corretiva
10080246;40002;28/02/2020;09:24:53;R$ 1.232,80;1;R$ 1.232,80;85001962;ANEL VED. 58X72X12MM;REM01-1000-1100-E000002;Corretiva
10080247;40012;28/02/2020;21:28:07;R$ 1.087,51;1;R$ 1.087,51;85001982;LACRE PLAST. SEG./ PERS. 2;REM01-1000-1200-E000006;Corretiva
10080248;40012;28/02/2020;21:28:07;R$ 1.087,51;1;R$ 1.087,51;85001982;LACRE PLAST. SEG./ PERS. 2;REM01-1000-1200-E000006;Corretiva
10080249;40008;28/02/2020;03:02:29;R$ 379,89;1;R$ 379,89;85001899;CARRETEL,SHIGA/PR01986FR028,5;REM01-1000-1200-E000002;Planejada
10080250;40008;28/02/2020;03:02:29;R$ 379,89;1;R$ 379,89;85001899;CARRETEL,SHIGA/PR01986FR028,5;REM01-1000-1200-E000002;Planejada
10080251;40011;28/02/2020;11:07:13;R$ 336,66;1;R$ 336,66;85002223;VENTOSA,DA EVS,PIAB/0101161;REM01-1000-1200-E000005;Planejada
10080252;40011;28/02/2020;11:07:13;R$ 336,66;1;R$ 336,66;85002223;VENTOSA,DA EVS,PIAB/0101161;REM01-1000-1200-E000005;Planejada
10080253;40002;28/02/2020;21:33:52;R$ 124,25;1;R$ 124,25;85002283;GAXETA U,8X16X4MM,VEDABRAS/53619 NBR 85S;REM01-1000-1100-E000002;Corretiva
10080254;40018;28/02/2020;22:41:16;R$ 15,34;1;R$ 15,34;85002357;OLEO DESENGRIPANTE,WURTH/3890-2 300ML;REM01-2000-2100-X000002;Planejada
10080255;40005;28/02/2020;09:01:59;R$ 8,27;1;R$ 8,27;85002405;ADAPTADOR TUBO/MACHO,FESTO/QS-1/4-8;REM01-1000-1100-E000005;Corretiva
10080256;40001;28/02/2020;20:15:51;R$ 5,87;1;R$ 5,87;85002405;ADAPTADOR TUBO/MACHO,FESTO/QS-1/4-8;REM01-1000-1100-E000001;Corretiva
10080257;40023;29/02/2020;17:32:12;R$ 3.865,96;1;R$ 3.865,96;85001862;ESTEIRA TPM,8/HFP821K1000;REM01-2000-2200-X000001;Planejada
10080258;40015;29/02/2020;20:29:10;R$ 655,47;1;R$ 655,47;85002168;ROLAMENTO,IMSB/011267;REM01-1000-2200-F000001;Corretiva
10080259;40015;29/02/2020;20:29:10;R$ 655,47;1;R$ 655,47;85002168;ROLAMENTO,IMSB/011267;REM01-1000-2200-F000001;Corretiva
10080260;40023;29/02/2020;14:45:28;R$ 126,96;1;R$ 126,96;85002298;GAXETA,DA ECH NOR,SKF/GAX 23X15,30X6MM;REM01-2000-2200-X000001;Corretiva
10080261;40014;29/02/2020;20:12:23;R$ 86,84;1;R$ 86,84;85002335;"REBITE POP,CABECA REDONDA,3/16X3/4"",AL";REM01-1000-1200-F000002;Corretiva
10080262;40002;29/02/2020;14:33:09;R$ 64,97;1;R$ 64,97;85002343;PORCA,SEXTAVADA,M5X0,8,ALTURA 4MM,AISI30;REM01-1000-1100-E000002;Corretiva
10080263;40003;29/02/2020;02:11:39;R$ 35,55;1;R$ 35,55;85002369;ROLAMENTO AXIAL ESFERAS SKF/51206;REM01-1000-1100-E000003;Corretiva
10080264;40015;29/02/2020;11:38:15;R$ 20,80;1;R$ 20,80;85002390;O-RING,29,20X3MM,VEDABRAS/10494 FPM65SHA;REM01-1000-2200-F000001;Corretiva
10080265;40024;29/02/2020;02:42:26;R$ 17,18;1;R$ 17,18;85002388;UNIAO TUBO,FESTO/QS-6;REM01-2000-2200-X000002;Corretiva
10080266;40001;29/02/2020;05:12:50;R$ 11,49;1;R$ 11,49;85002386;O-RING,36,2X3,VEDABRAS/10191 FPM 65SHA;REM01-1000-1100-E000001;Corretiva
10080040;40001;06/02/2020;02:46:52;R$ 1.399,64;1;R$ 1.399,64;85001951;MODULO ELET/BUSEL6001;REM01-1000-1100-E000001;Corretiva
10080268;40018;01/03/2020;07:52:11;R$ 853,05;1;R$ 853,05;85002026;CHAPA POL,INCOLOR,ESP 8MM,3050X1220MM;REM01-2000-2100-X000002;Planejada
10080269;40018;01/03/2020;07:52:11;R$ 853,05;1;R$ 853,05;85002026;CHAPA POL,INCOLOR,ESP 8MM,3050X1220MM;REM01-2000-2100-X000002;Planejada
10080270;40006;01/03/2020;14:45:28;R$ 426,74;1;R$ 426,74;85002178;GAXETA U, 32X42X7MM;REM01-1000-1100-E000006;Corretiva
10080271;40006;01/03/2020;14:45:28;R$ 426,74;1;R$ 426,74;85002178;GAXETA U, 32X42X7MM;REM01-1000-1100-E000006;Corretiva
10080272;40005;01/03/2020;15:29:39;R$ 154,83;1;R$ 154,83;85002310;CONECTOR SENS,RT,M12X1,FEM,SICK/6029215;REM01-1000-1100-E000005;Planejada
10080273;40020;01/03/2020;22:58:54;R$ 55,67;1;R$ 55,67;85002332;OLEO MINERAL, AEROSOL,MOLIKOTE, P-0750-1;REM01-2000-2100-X000004;Planejada
10080274;40008;01/03/2020;21:40:12;R$ 41,18;1;R$ 41,18;85002363;REMOVEDOR A SECO, C/ 450G, 3M/303;REM01-1000-1200-E000002;Corretiva
10080275;40014;01/03/2020;15:58:13;R$ 17,85;1;R$ 17,85;85002368;TACO,DA ECT,BOSCH/2630.400.001;REM01-1000-1200-F000002;Corretiva
10080276;40011;02/03/2020;22:47:15;R$ 4.468,53;1;R$ 4.468,53;85001841;FONTE ALIMENTACAO CC,MONO,3,5A,1768PA3;REM01-1000-1200-E000005;Corretiva
10080277;40008;02/03/2020;01:26:17;R$ 1.513,41;1;R$ 1.513,41;85001937;CARRETEL,DA BOMBA,WILDEN/04-3880-99;REM01-1000-1200-E000002;Corretiva
10080278;40001;02/03/2020;08:19:39;R$ 782,67;1;R$ 782,67;85001919;GAXETA,SEC ESP,22X30X7MM;REM01-1000-1100-E000001;Corretiva
10080279;40001;02/03/2020;08:19:39;R$ 782,67;1;R$ 782,67;85001919;GAXETA,SEC ESP,22X30X7MM;REM01-1000-1100-E000001;Corretiva
10080280;40002;02/03/2020;15:09:00;R$ 67,48;3;R$ 202,44;85001808;ORING 78149;REM01-1000-1100-E000001;Planejada
10080281;40007;02/03/2020;05:30:54;R$ 197,09;1;R$ 197,09;85002279;COTOVELO TUBO/MACHO GIRATORIO,KXL06M5;REM01-1000-1200-E000001;Corretiva
10080282;40027;02/03/2020;18:51:21;R$ 162,58;1;R$ 162,58;85002304;GAXETA U, 15X23X5, 50MM, SOVEDACOESSV715;REM01-2000-2200-X000005;Corretiva
10080283;40003;02/03/2020;22:33:11;R$ 62,60;1;R$ 62,60;85002347;ANEL VED CONEX SANIT TC,DIAM 4POL,EPDM;REM01-1000-1100-E000003;Corretiva
10080284;40019;02/03/2020;14:34:34;R$ 23,65;1;R$ 23,65;85002381;LAMINA P/ESTIL,AC,LARG,110,70X18X0,50MM;REM01-2000-2100-X000003;Corretiva
10079145;40001;15/03/2019;20:54:08;R$ 6,99;1;R$ 6,99;85002424;PARAFUSO ALLEN CIL,M4X0,7,75MM,AISI304;REM01-1000-1100-E000001;Corretiva
10080286;40008;03/03/2020;21:55:08;R$ 233,66;1;R$ 233,66;85002178;GAXETA U, 32X42X7MM;REM01-1000-1200-E000002;Corretiva
10080287;40012;03/03/2020;00:47:40;R$ 80,12;1;R$ 80,12;85002338;GAXETA,DA EVS,MAKITA/MK5688;REM01-1000-1200-E000006;Planejada
10080288;40017;03/03/2020;08:39:28;R$ 259,78;1;R$ 259,78;85002493;CILINDRO PNEUM,FESTO/DSNU-25-50-PPV-A;REM01-2000-2100-X000001;Planejada
10080289;40017;04/03/2020;19:09:51;R$ 1.878,22;1;R$ 1.878,22;85001899;CARRETEL,SHIGA/PR01986FR028,5;REM01-2000-2100-X000001;Planejada
10080290;40006;04/03/2020;09:42:14;R$ 760,54;1;R$ 760,54;85001935;CORTA,DA ECH,/DES CH-C26-091;REM01-1000-1100-E000006;Corretiva
10080291;40006;04/03/2020;09:42:14;R$ 760,54;1;R$ 760,54;85001935;CORTA,DA ECH,/DES CH-C26-091;REM01-1000-1100-E000006;Corretiva
10080292;40033;04/03/2020;11:51:39;R$ 161,84;1;R$ 161,84;85002306;UNIAO TUBO,FESTO/SCK-PK-4;REM01-3000-3300-C000001;Corretiva
10080293;40002;04/03/2020;02:18:55;R$ 132,00;1;R$ 132,00;85002313;CORREIA,SIEGLING/E4/2 UO/U2 BRFDA;REM01-1000-1100-E000002;Corretiva
10080294;40008;04/03/2020;19:38:18;R$ 71,87;1;R$ 71,87;85002323;ANEL VED CONEX SANIT SMS,RETENROL/20751;REM01-1000-1200-E000002;Corretiva
10080295;40007;04/03/2020;19:25:03;R$ 23,84;1;R$ 23,84;85002381;LAMINA P/ESTIL,AC,LARG,110,70X18X0,50MM;REM01-1000-1200-E000001;Corretiva
10080296;40018;05/03/2020;17:31:33;R$ 8.286,00;1;R$ 8.286,00;85001804;IHM,2711RT1;REM01-2000-2100-X000002;Corretiva
10080297;40020;05/03/2020;02:18:12;R$ 1.492,08;1;R$ 1.492,08;85001942;FONTE ALIM,TRIF,SIEMENS/6EP1436-2B00;REM01-2000-2100-X000004;Corretiva
10080298;40030;05/03/2020;20:05:50;R$ 704,99;1;R$ 704,99;85002197;FILTRO,DO MNP,VACUEASYLIFT/10928;REM01-3000-3100-C000002;Planejada
10080299;40030;05/03/2020;20:05:50;R$ 704,99;1;R$ 704,99;85002197;FILTRO,DO MNP,VACUEASYLIFT/10928;REM01-3000-3100-C000002;Planejada
10080300;40020;05/03/2020;22:12:48;R$ 379,50;1;R$ 379,50;85002260;CILINDRO NORM.DSBC-32-30-PPVA-N3;REM01-2000-2100-X000004;Corretiva
10080301;40020;05/03/2020;22:12:48;R$ 379,50;1;R$ 379,50;85002260;CILINDRO NORM.DSBC-32-30-PPVA-N3;REM01-2000-2100-X000004;Corretiva
10080302;40022;05/03/2020;20:51:54;R$ 412,97;1;R$ 412,97;85002278;ROLAMENTO AGULHAS,INA/NK 12/12;REM01-2000-2100-X000006;Corretiva
10080303;40022;05/03/2020;20:51:54;R$ 412,97;1;R$ 412,97;85002278;ROLAMENTO AGULHAS,INA/NK 12/12;REM01-2000-2100-X000006;Corretiva
10080304;40007;05/03/2020;21:39:15;R$ 32,83;1;R$ 32,83;85002242;CABO P/SENSOR,FESTO/159420;REM01-1000-1200-E000001;Corretiva
10080305;40030;05/03/2020;23:51:20;R$ 26,70;1;R$ 26,70;85002379;ROLAMENTO FIXO ESFERAS,FAG/6002 2RSR;REM01-3000-3100-C000002;Planejada
10080306;40023;06/03/2020;17:21:29;R$ 5.276,85;1;R$ 5.276,85;85001807;FILTRO/AL-72981;REM01-2000-2200-X000001;Planejada
10080307;40024;06/03/2020;22:43:45;R$ 2.031,87;1;R$ 2.031,87;85001881;INVERSOR FREQ,ALLEN BRADLEY/25BD6P0N104;REM01-2000-2200-X000002;Corretiva
10080774;40009;27/08/2020;21:43:53;R$ 1.984,88;1;R$ 1.984,88;85001900;MANG. D AGUA;REM01-1000-1200-E000003;Planejada
10080309;40008;06/03/2020;15:43:13;R$ 345,48;1;R$ 345,48;85002281;CILINDRO NORM.DSBC-32-25-PPVA-N3;REM01-1000-1200-E000002;Corretiva
10080310;40008;06/03/2020;15:43:13;R$ 345,48;1;R$ 345,48;85002281;CILINDRO NORM.DSBC-32-25-PPVA-N3;REM01-1000-1200-E000002;Corretiva
10080311;40002;06/03/2020;08:23:08;R$ 169,44;1;R$ 169,44;85002213;TRINCO,DA EVS,/DES CI-C26-030;REM01-1000-1100-E000002;Corretiva
10080312;40014;06/03/2020;20:29:10;R$ 121,47;1;R$ 121,47;85002320;ARRUELA,IMSB/015509;REM01-1000-1200-F000002;Corretiva
10080313;40007;06/03/2020;21:08:32;R$ 85,91;1;R$ 85,91;85002292;BUCHA,DA EVS,/DES CH-C26-095;REM01-1000-1200-E000001;Corretiva
10080314;40026;06/03/2020;20:03:56;R$ 41,70;1;R$ 41,70;85002177;ADESIVO INSTANTANEO,THREE BOND/1743;REM01-2000-2200-X000004;Planejada
10080315;40023;06/03/2020;04:22:56;R$ 6,03;1;R$ 6,03;85002046;SEPARADOR,IMSB/098422;REM01-2000-2200-X000001;Corretiva
10079799;40006;05/01/2020;21:44:16;R$ 2.300,00;1;R$ 2.300,00;85001895;TINTA,AM SEG,INTERTHANE990AMSEG3,6L;REM01-1000-1100-E000006;Corretiva
10080979;40018;22/01/2021;19:55:48;R$ 2.087,30;1;R$ 2.087,30;85001895;TINTA,AM SEG,INTERTHANE990AMSEG3,6L;REM01-2000-2100-X000002;Planejada
10078954;40001;06/01/2019;06:15:45;R$ 1.179,80;1;R$ 1.179,80;85001970;MANG. HIDR/TM44973;REM01-1000-1100-E000001;Corretiva
10080308;40001;06/03/2020;06:15:45;R$ 1.179,80;1;R$ 1.179,80;85001970;MANG. HIDR/TM44973;REM01-1000-1100-E000001;Corretiva
10080320;40026;07/03/2020;09:28:24;R$ 464,73;1;R$ 464,73;85002277;GAXETA,DA VALV,TUCHENHAGEN/224.613.29;REM01-2000-2200-X000004;Planejada
10080321;40026;07/03/2020;09:28:24;R$ 464,73;1;R$ 464,73;85002277;GAXETA,DA VALV,TUCHENHAGEN/224.613.29;REM01-2000-2200-X000004;Planejada
10080322;40001;07/03/2020;23:07:30;R$ 330,67;1;R$ 330,67;85002002;GAXETA/SV001914 70SHA;REM01-1000-1100-E000001;Planejada
10080323;40001;07/03/2020;23:07:30;R$ 330,67;1;R$ 330,67;85002002;GAXETA/SV001914 70SHA;REM01-1000-1100-E000001;Planejada
10079693;40001;14/11/2019;22:17:06;R$ 764,55;1;R$ 764,55;85001811;ROLO COMANDO/KR 40 PP;REM01-1000-1100-E000001;Corretiva
10079732;40016;01/12/2019;22:13:39;R$ 382,28;1;R$ 382,28;85001811;ROLO COMANDO/KR 40 PP;REM01-1000-2200-F000002;Planejada
10080326;40026;07/03/2020;03:24:05;R$ 214,32;1;R$ 214,32;85002042;SENSOR MAGN/SME-8F-DS-24V;REM01-2000-2200-X000004;Corretiva
10080327;40008;07/03/2020;05:13:37;R$ 170,66;1;R$ 170,66;85002302;RETENTOR,12X18X4,5MM,NBR,VEDABRAS31627A2;REM01-1000-1200-E000002;Corretiva
10080328;40007;07/03/2020;19:01:54;R$ 148,54;1;R$ 148,54;85002315;ROLAMENTO CONTATO ANGULAR,SKF/3208 ATN9;REM01-1000-1200-E000001;Planejada
10080329;40002;07/03/2020;08:56:10;R$ 104,27;1;R$ 104,27;85002331;ROLAMENTO FIXO ESFERAS,SKF/6004 ZZ;REM01-1000-1100-E000002;Corretiva
10080330;40007;07/03/2020;03:07:38;R$ 72,39;1;R$ 72,39;85002042;SENSOR MAGN/SME-8F-DS-24V;REM01-1000-1200-E000001;Planejada
10080331;40008;07/03/2020;06:07:03;R$ 40,68;1;R$ 40,68;85002367;ROLAMENTO FIXO ESFERAS,SKF/6206 2RS;REM01-1000-1200-E000002;Corretiva
10080332;40007;07/03/2020;04:53:53;R$ 27,81;1;R$ 27,81;85002377;ROLAMENTO FIX RAPIDA,ROLMAX/UC-205-25MM;REM01-1000-1200-E000001;Planejada
10080333;40020;08/03/2020;09:04:24;R$ 50,98;1;R$ 50,98;85002354;GAXETA U,20X36X8,5MM,VEDABRAS/5144 NBR 8;REM01-2000-2100-X000004;Corretiva
10080334;40002;08/03/2020;13:43:51;R$ 24,47;1;R$ 24,47;85002361;ADESIVO VEDACAO,RHODIA/RHODIASTIC151310G;REM01-1000-1100-E000002;Planejada
10080335;40020;09/03/2020;05:01:40;R$ 966,33;1;R$ 966,33;85002007;ALOJAMENTO/DES CCC26082;REM01-2000-2100-X000004;Corretiva
10080336;40020;09/03/2020;05:01:40;R$ 966,33;1;R$ 966,33;85002007;ALOJAMENTO/DES CCC26082;REM01-2000-2100-X000004;Corretiva
10080337;40002;09/03/2020;15:09:00;R$ 67,48;3;R$ 202,44;85001808;ORING 78149;REM01-1000-1100-E000001;Planejada
10080338;40010;09/03/2020;02:34:51;R$ 150,84;1;R$ 150,84;85002314;ADESIVO,LOCTITE 221,HENKEL/221 50G;REM01-1000-1200-E000004;Corretiva
10080339;40001;09/03/2020;09:31:34;R$ 30,14;1;R$ 30,14;85002312;MOLA,DA EVS,/DES CI-C26-038;REM01-1000-1100-E000001;Corretiva
10080340;40007;09/03/2020;05:44:54;R$ 22,60;1;R$ 22,60;85002381;LAMINA P/ESTIL,AC,LARG,110,70X18X0,50MM;REM01-1000-1200-E000001;Planejada
10080341;40014;09/03/2020;23:37:08;R$ 15,65;1;R$ 15,65;85002357;OLEO DESENGRIPANTE,WURTH/3890-2 300ML;REM01-1000-1200-F000002;Corretiva
10080342;40007;10/03/2020;02:33:51;R$ 1.151,23;1;R$ 1.151,23;85001899;CARRETEL,SHIGA/PR01986FR028,5;REM01-1000-1200-E000001;Corretiva
10080343;40001;10/03/2020;15:05:04;R$ 468,13;1;R$ 468,13;85002266;CALCA PROF,SCHIMITTEL/AL/POL CZNUM36;REM01-1000-1100-E000001;Corretiva
10080344;40001;10/03/2020;15:05:04;R$ 468,13;1;R$ 468,13;85002266;CALCA PROF,SCHIMITTEL/AL/POL CZNUM36;REM01-1000-1100-E000001;Corretiva
10080345;40001;10/03/2020;05:13:52;R$ 62,30;1;R$ 62,30;85002283;GAXETA U,8X16X4MM,VEDABRAS/53619 NBR 85S;REM01-1000-1100-E000001;Corretiva
10080346;40012;10/03/2020;09:24:53;R$ 56,00;1;R$ 56,00;85002352;ROLAMENTO FIXO ESF,SKF/6006 2RS1;REM01-1000-1200-E000006;Corretiva
10080347;40017;11/03/2020;19:35:37;R$ 1.808,05;1;R$ 1.808,05;85001907;FIO NIQUEL/0,9MM2,1,713;REM01-2000-2100-X000001;Corretiva
10080348;40008;11/03/2020;06:34:28;R$ 1.251,39;1;R$ 1.251,39;85001961;GAXETA,DA VALV,NOCADO/821116V00000;REM01-1000-1200-E000002;Corretiva
10080349;40027;11/03/2020;05:44:04;R$ 155,89;1;R$ 155,89;85002309;MOLA,DA EVS,/DES NE-11-604-1003;REM01-2000-2200-X000005;Corretiva
10080350;40018;11/03/2020;14:04:36;R$ 69,30;1;R$ 69,30;85002344;MANOMETRO CIRC,FESTO/MA-40-10-R1/8-E-RG;REM01-2000-2100-X000002;Planejada
10080351;40002;11/03/2020;20:39:45;R$ 13,38;1;R$ 13,38;85002402;REFLETOR,RETANGULAR,30X50MM,SICK/PL30A;REM01-1000-1100-E000002;Corretiva
10080352;40030;11/03/2020;19:45:32;R$ 11,37;1;R$ 11,37;85002406;FITA ISOLANTE,PT,3M/SCOTCH 33+ 19MMX20M;REM01-3000-3100-C000002;Corretiva
10080353;40001;12/03/2020;01:24:08;R$ 339,78;1;R$ 339,78;85002002;GAXETA/SV001914 70SHA;REM01-1000-1100-E000001;Planejada
10080354;40001;12/03/2020;01:24:08;R$ 339,78;1;R$ 339,78;85002002;GAXETA/SV001914 70SHA;REM01-1000-1100-E000001;Planejada
10080355;40007;12/03/2020;12:45:22;R$ 138,62;1;R$ 138,62;85002175;VENTOSA,30,50MM,VINHEDO/F-16901;REM01-1000-1200-E000001;Planejada
10080356;40014;12/03/2020;05:50:22;R$ 111,90;1;R$ 111,90;85002326;ROLAMENTO FIXO ESFERAS,SKF/6204 2RS;REM01-1000-1200-F000002;Corretiva
10080357;40001;12/03/2020;21:30:54;R$ 85,16;1;R$ 85,16;85002321;ADITIVO,DA IMPRESSORA,IMAJE/8158;REM01-1000-1100-E000001;Planejada
10080358;40011;12/03/2020;22:18:48;R$ 52,73;1;R$ 52,73;85002355;LUVA SEG,NBR,AZ,G,VOLK/106004302TAMG;REM01-1000-1200-E000005;Planejada
10080359;40007;12/03/2020;19:01:54;R$ 50,54;1;R$ 50,54;85002360;ROLAMENTO ROLOS CONICOS,SKF/30208 J2 Q;REM01-1000-1200-E000001;Corretiva
10080360;40001;13/03/2020;03:47:02;R$ 433,59;1;R$ 433,59;85002172;HASTE,DA ECT,/DES NE-11-308-1733;REM01-1000-1100-E000001;Corretiva
10080361;40001;13/03/2020;03:47:02;R$ 433,59;1;R$ 433,59;85002172;HASTE,DA ECT,/DES NE-11-308-1733;REM01-1000-1100-E000001;Corretiva
10080362;40002;13/03/2020;06:23:54;R$ 124,25;1;R$ 124,25;85002283;GAXETA U,8X16X4MM,VEDABRAS/53619 NBR 85S;REM01-1000-1100-E000002;Corretiva
10080363;40002;13/03/2020;15:44:32;R$ 92,31;1;R$ 92,31;85002332;OLEO MINERAL, AEROSOL,MOLIKOTE, P-0750-1;REM01-1000-1100-E000002;Corretiva
10080364;40001;13/03/2020;02:33:21;R$ 71,75;1;R$ 71,75;85002042;SENSOR MAGN/SME-8F-DS-24V;REM01-1000-1100-E000001;Corretiva
10080365;40001;13/03/2020;19:48:05;R$ 68,89;1;R$ 68,89;85002345;ROLAMENTO FIX RAPIDA,ROLMAX/UC-207-35MM;REM01-1000-1100-E000001;Corretiva
10080366;40008;13/03/2020;00:47:40;R$ 26,94;1;R$ 26,94;85002379;ROLAMENTO FIXO ESFERAS,FAG/6002 2RSR;REM01-1000-1200-E000002;Planejada
10080367;40016;13/03/2020;08:37:30;R$ 24,11;1;R$ 24,11;85002381;LAMINA P/ESTIL,AC,LARG,110,70X18X0,50MM;REM01-1000-2200-F000002;Corretiva
10080368;40001;13/03/2020;05:24:31;R$ 13,84;1;R$ 13,84;85002376;ADAPTADOR TUBO/MACHO,FESTO/QS-1/8-6;REM01-1000-1100-E000001;Corretiva
10080369;40014;14/03/2020;05:56:40;R$ 390,52;1;R$ 390,52;85002201;DIAFRAGMA,DA BOMBA,WILDEN/01101058;REM01-1000-1200-F000002;Corretiva
10080370;40014;14/03/2020;05:56:40;R$ 390,52;1;R$ 390,52;85002201;DIAFRAGMA,DA BOMBA,WILDEN/01101058;REM01-1000-1200-F000002;Corretiva
10080371;40024;14/03/2020;20:39:10;R$ 72,79;1;R$ 72,79;85002323;ANEL VED CONEX SANIT SMS,RETENROL/20751;REM01-2000-2200-X000002;Corretiva
10080372;40002;14/03/2020;09:33:38;R$ 13,00;1;R$ 13,00;85002383;ROLAMENTO FIXO ESFERAS,SKF/6201 2RS;REM01-1000-1100-E000002;Corretiva
10080373;40023;14/03/2020;08:15:40;R$ 5,02;1;R$ 5,02;85002425;PORCA,SEXTAV,M10X1,5,ALT 7,64MM,AISI304;REM01-2000-2200-X000001;Corretiva
10080374;40020;15/03/2020;21:33:09;R$ 2.001,69;1;R$ 2.001,69;85001882;ABRACADEIRA REG,76-95MM,7MM,INOX,CREMALH;REM01-2000-2100-X000004;Planejada
10080375;40012;15/03/2020;22:10:43;R$ 239,94;1;R$ 239,94;85002291;SENSOR PROX,SENSE/PS2-14I-A2/SZ;REM01-1000-1200-E000006;Corretiva
10080376;40032;15/03/2020;21:55:08;R$ 200,32;1;R$ 200,32;85002298;GAXETA,DA ECH NOR,SKF/GAX 23X15,30X6MM;REM01-3000-3200-T000002;Planejada
10080922;40002;03/12/2020;16:24:22;R$ 374,34;1;R$ 374,34;85002205;TARUGO BRONZE 1 1/2POL,COMP;REM01-1000-1100-E000002;Planejada
10080378;40002;15/03/2020;21:43:22;R$ 106,54;1;R$ 106,54;85002330;GAXETA VEDABRAS 16.4X25X 3.3;REM01-1000-1100-E000002;Corretiva
10080379;40002;15/03/2020;04:33:54;R$ 87,49;1;R$ 87,49;85002334;ROTULA RADIAL,10X22X12MM,SKF/GEH 10 C;REM01-1000-1100-E000002;Corretiva
10080380;40001;15/03/2020;19:51:17;R$ 53,30;1;R$ 53,30;85002354;GAXETA U,20X36X8,5MM,VEDABRAS/5144 NBR 8;REM01-1000-1100-E000001;Corretiva
10080381;40014;15/03/2020;05:34:23;R$ 8,68;1;R$ 8,68;85002388;UNIAO TUBO,FESTO/QS-6;REM01-1000-1200-F000002;Corretiva
10080382;40002;16/03/2020;15:09:00;R$ 67,48;3;R$ 202,44;85001808;ORING 78149;REM01-1000-1100-E000001;Planejada
10080383;40001;16/03/2020;22:44:38;R$ 165,33;1;R$ 165,33;85002002;GAXETA/SV001914 70SHA;REM01-1000-1100-E000001;Planejada
10080384;40008;16/03/2020;17:41:17;R$ 56,11;1;R$ 56,11;85002350;MANOMETRO CIRC,FESTO/MA-50-10-1/4-EN;REM01-1000-1200-E000002;Corretiva
10080385;40008;16/03/2020;04:08:08;R$ 12,82;1;R$ 12,82;85002376;ADAPTADOR TUBO/MACHO,FESTO/QS-1/8-6;REM01-1000-1200-E000002;Corretiva
10080386;40014;16/03/2020;04:08:08;R$ 7,27;1;R$ 7,27;85002382;ADAPTADOR TUBO/MACHO,FESTO/QS-1/8-8;REM01-1000-1200-F000002;Corretiva
10080387;40016;17/03/2020;09:55:29;R$ 1.406,46;1;R$ 1.406,46;85001947;PINHAO PNEUM/366967;REM01-1000-2200-F000002;Planejada
10080388;40007;17/03/2020;22:13:36;R$ 1.233,99;1;R$ 1.233,99;85001962;ANEL VED. 58X72X12MM;REM01-1000-1200-E000001;Planejada
