OS;Localizacao;Descricao;InicioProg;TerminoProg;TempoPrevisto;InicioReal;TerminoReal;TempoParada;Oficina;Tipo;MP;SS;Status
OS92611;REM01-3000-3200-T000001;Corretiva banco;27/08/2021 21:36;27/08/2021 23:16;1,67;27/08/2021 21:36;27/08/2021 23:16;1,67;Mecânica;Corretiva;;;FECH
OS92612;REM01-3000-3200-T000002;Corretiva banco;26/07/2021 14:24;26/07/2021 18:18;3,9;26/07/2021 14:24;26/07/2021 18:18;3,9;Automação;Corretiva;;;FECH
OS92613;REM01-1000-1200-E000003;Corretiva banco;14/05/2021 12:00;14/05/2021 14:00;2;20/05/2021 12:00;20/05/2021 14:00;2;Elétrica;Corretiva;;;FECH
OS92614;REM01-3000-3100-C000002;Corretiva banco;21/01/2021 16:48;21/01/2021 18:33;1,75;23/01/2021 08:19;23/01/2021 09:36;1,28;Mecânica;Corretiva;;;FECH
OS92615;REM01-2000-2200-X000002;Corretiva banco;06/07/2021 04:48;06/07/2021 06:50;2,03;07/07/2021 17:09;07/07/2021 19:12;2,05;Mecânica;Corretiva;;;FECH
OS92616;REM01-3000-3200-T000002;Corretiva banco;25/01/2021 02:24;25/01/2021 06:47;4,38;24/02/2021 05:12;24/02/2021 09:36;4,4;Elétrica;Corretiva;;;FECH
OS92617;REM01-2000-2100-X000001;Corretiva banco;20/08/2021 21:36;21/08/2021 02:25;4,82;23/08/2021 23:58;24/08/2021 04:48;4,83;Elétrica;Corretiva;;;FECH
OS92618;REM01-1000-1200-F000001;Corretiva banco;26/06/2021 19:12;26/06/2021 22:46;3,57;28/06/2021 08:11;28/06/2021 12:00;3,82;Mecânica;Corretiva;;;FECH
OS92619;REM01-3000-3300-C000001;Corretiva banco;03/07/2021 12:00;03/07/2021 14:12;2,2;03/07/2021 12:00;03/07/2021 14:12;2,2;Automação;Corretiva;;;FECH
OS92620;REM01-1000-1200-E000004;Corretiva banco;09/11/2021 16:48;09/11/2021 19:59;3,18;09/11/2021 16:48;09/11/2021 19:59;3,18;Mecânica;Corretiva;;;FECH
OS92621;REM01-1000-1100-E000002;Corretiva banco;25/01/2021 21:36;26/01/2021 01:10;3,57;30/01/2021 21:36;31/01/2021 01:10;3,57;Mecânica;Corretiva;;;FECH
OS92622;REM01-1000-2200-F000002;Corretiva banco;15/04/2021 09:36;15/04/2021 13:09;3,55;21/05/2021 01:00;21/05/2021 04:48;3,8;Mecânica;Corretiva;;;FECH
OS92623;REM01-1000-1100-E000005;Corretiva banco;09/08/2021 16:48;09/08/2021 20:51;4,05;09/08/2021 16:48;09/08/2021 20:51;4,05;Mecânica;Corretiva;;;FECH
OS92624;REM01-1000-1100-E000005;Corretiva banco;12/11/2021 04:48;12/11/2021 08:11;3,38;24/11/2021 05:44;24/11/2021 09:36;3,87;Mecânica;Corretiva;;;FECH
OS92625;REM01-2000-2100-X000003;Corretiva banco;11/03/2021 12:00;11/03/2021 14:39;2,65;09/04/2021 01:53;09/04/2021 04:48;2,92;Mecânica;Corretiva;;;FECH
OS92626;REM01-2000-2100-X000003;Corretiva banco;29/05/2021 12:00;29/05/2021 13:46;1,77;27/05/2021 12:23;27/05/2021 14:24;2,02;Elétrica;Corretiva;;;FECH
OS92629;REM01-1000-1100-E000003;Corretiva banco;17/04/2021 04:48;17/04/2021 09:02;4,23;22/05/2021 05:06;22/05/2021 09:36;4,5;Mecânica;Corretiva;;SS50403;FECH
OS92630;REM01-1000-1200-E000004;Corretiva banco;18/07/2021 21:36;19/07/2021 00:28;2,87;18/07/2021 21:36;19/07/2021 00:28;2,87;Mecânica;Corretiva;;SS50404;FECH
OS92631;REM01-1000-1200-E000003;Corretiva banco;24/04/2021 21:36;25/04/2021 01:00;3,4;15/05/2021 08:06;15/05/2021 12:00;3,9;Mecânica;Corretiva;;SS50405;FECH
OS92632;REM01-1000-1200-E000003;Corretiva banco;25/02/2021 04:48;25/02/2021 08:15;3,45;30/03/2021 05:39;30/03/2021 09:36;3,95;Mecânica;Corretiva;;SS50406;FECH
OS92633;REM01-3000-3100-C000001;Corretiva banco;25/03/2021 14:24;25/03/2021 15:51;1,45;24/04/2021 08:08;24/04/2021 09:36;1,47;Elétrica;Corretiva;;SS50407;FECH
OS92634;REM01-2000-2100-X000006;Corretiva banco;11/10/2021 02:24;11/10/2021 04:49;2,42;11/10/2021 02:24;11/10/2021 04:49;2,42;Automação;Corretiva;;SS50408;FECH
OS92635;REM01-1000-2200-F000001;Corretiva banco;27/01/2021 19:12;27/01/2021 22:04;2,87;15/02/2021 03:50;15/02/2021 07:12;3,37;Mecânica;Corretiva;;SS50409;FECH
OS92636;REM01-1000-1100-E000006;Corretiva banco;26/12/2021 21:36;27/12/2021 00:34;2,97;26/12/2021 21:36;27/12/2021 00:34;2,97;Elétrica;Corretiva;;SS50410;FECH
OS92637;REM01-3000-3300-C000001;Corretiva banco;19/12/2021 02:24;19/12/2021 07:09;4,75;19/12/2021 02:24;19/12/2021 07:09;4,75;Automação;Corretiva;;SS50411;FECH
OS92638;REM01-1000-1100-E000005;Corretiva banco;04/07/2021 12:00;04/07/2021 14:12;2,2;21/07/2021 00:40;21/07/2021 02:24;1,73;Mecânica;Corretiva;;SS50412;FECH
OS92639;REM01-2000-2100-X000005;Corretiva banco;23/05/2021 21:36;23/05/2021 22:55;1,32;17/05/2021 12:21;17/05/2021 14:24;2,05;Automação;Corretiva;;SS50413;FECH
OS92640;REM01-1000-1200-E000006;Corretiva banco;30/05/2021 02:24;30/05/2021 04:17;1,88;05/06/2021 02:24;05/06/2021 04:17;1,88;Elétrica;Corretiva;;SS50414;FECH
OS92641;REM01-2000-2100-X000005;Corretiva banco;14/01/2021 16:48;14/01/2021 20:08;3,33;08/02/2021 06:30;08/02/2021 09:36;3,1;Elétrica;Corretiva;;SS50415;FECH
OS92642;REM01-2000-2200-X000005;Corretiva banco;14/10/2021 09:36;14/10/2021 11:24;1,8;14/10/2021 09:36;14/10/2021 11:24;1,8;Mecânica;Corretiva;;SS50416;FECH
OS92644;REM01-2000-2200-X000001;Corretiva banco;26/05/2021 09:36;26/05/2021 11:51;2,25;01/06/2021 09:36;01/06/2021 11:51;2,25;Mecânica;Corretiva;;SS50418;FECH
OS92645;REM01-2000-2100-X000001;Corretiva banco;02/09/2021 02:24;02/09/2021 03:56;1,53;02/09/2021 02:24;02/09/2021 03:56;1,53;Elétrica;Corretiva;;SS50419;FECH
OS92646;REM01-3000-3200-T000001;Corretiva banco;20/11/2021 02:24;20/11/2021 07:06;4,7;21/11/2021 07:32;21/11/2021 12:00;4,47;Mecânica;Corretiva;;SS50420;FECH
OS92648;REM01-2000-2200-X000003;Corretiva banco;14/01/2021 09:36;14/01/2021 11:58;2,37;21/09/2021 09:36;21/09/2021 11:58;2,37;Automação;Corretiva;;SS50422;FECH
OS92649;REM01-1000-1100-E000001;Corretiva banco;20/05/2021 07:12;20/05/2021 10:22;3,17;29/05/2021 17:57;29/05/2021 21:36;3,65;Elétrica;Corretiva;;SS50423;FECH
OS92650;REM01-1000-1100-E000002;Corretiva banco;28/05/2021 07:12;28/05/2021 11:32;4,33;23/05/2021 11:44;23/05/2021 16:48;5,07;Mecânica;Corretiva;;SS50424;FECH
OS92651;REM01-2000-2200-X000002;Corretiva banco;06/06/2021 16:48;06/06/2021 18:53;2,08;16/06/2021 10:23;16/06/2021 12:00;1,62;Mecânica;Corretiva;;SS50425;FECH
OS92653;REM01-3000-3200-T000001;Corretiva banco;14/09/2021 07:12;14/09/2021 09:25;2,22;22/09/2021 22:14;23/09/2021 00:00;1,77;Mecânica;Corretiva;;SS50427;FECH
OS92654;REM01-2000-2200-X000004;Corretiva banco;14/09/2021 14:24;14/09/2021 16:03;1,65;14/09/2021 14:24;14/09/2021 16:03;1,65;Mecânica;Corretiva;;SS50428;FECH
OS92655;REM01-2000-2200-X000003;Corretiva banco;04/04/2021 14:24;04/04/2021 17:36;3,2;08/05/2021 02:03;08/05/2021 04:48;2,75;Automação;Corretiva;;SS50429;FECH
OS92656;REM01-3000-3100-C000002;Corretiva banco;03/08/2021 02:24;03/08/2021 07:00;4,6;29/08/2021 12:11;29/08/2021 16:48;4,62;Elétrica;Corretiva;;SS50430;FECH
OS92657;REM01-2000-2200-X000001;Corretiva banco;12/07/2021 04:48;12/07/2021 07:53;3,08;12/07/2021 04:48;12/07/2021 07:53;3,08;Elétrica;Corretiva;;SS50431;FECH
OS92658;REM01-1000-1200-F000001;Corretiva banco;04/10/2021 04:48;04/10/2021 09:02;4,23;12/10/2021 07:59;12/10/2021 12:00;4,02;Elétrica;Corretiva;;SS50432;FECH
OS92659;REM01-2000-2100-X000001;Corretiva banco;31/01/2021 07:12;31/01/2021 10:27;3,25;28/02/2021 11:08;28/02/2021 14:24;3,27;Elétrica;Corretiva;;SS50433;FECH
OS92660;REM01-2000-2100-X000003;Corretiva banco;17/05/2021 09:36;17/05/2021 13:03;3,45;10/05/2021 17:39;10/05/2021 21:36;3,95;Mecânica;Corretiva;;SS50434;FECH
OS92661;REM01-3000-3100-C000002;Corretiva banco;05/05/2021 09:36;05/05/2021 10:49;1,22;08/05/2021 17:58;08/05/2021 19:12;1,23;Automação;Corretiva;;SS50435;FECH
OS92662;REM01-2000-2100-X000005;Corretiva banco;29/11/2021 04:48;29/11/2021 06:18;1,5;29/11/2021 04:48;29/11/2021 06:18;1,5;Automação;Corretiva;;SS50436;FECH
OS92663;REM01-2000-2200-X000004;Corretiva banco;27/04/2021 09:36;27/04/2021 14:38;5,03;07/05/2021 02:09;07/05/2021 07:12;5,05;Automação;Corretiva;;SS50437;FECH
OS92664;REM01-2000-2200-X000005;Corretiva banco;01/02/2021 02:24;01/02/2021 07:06;4,7;07/03/2021 19:46;08/03/2021 00:00;4,23;Elétrica;Corretiva;;SS50438;FECH
OS92665;REM01-1000-1200-F000002;Corretiva banco;29/07/2021 14:24;29/07/2021 15:53;1,48;27/10/2021 14:24;27/10/2021 15:53;1,48;Elétrica;Corretiva;;SS50439;FECH
OS92667;REM01-2000-2200-X000006;Corretiva banco;05/11/2021 14:24;05/11/2021 18:34;4,17;05/11/2021 14:24;05/11/2021 18:34;4,17;Mecânica;Corretiva;;SS50441;FECH
OS92668;REM01-2000-2100-X000004;Corretiva banco;05/09/2021 02:24;05/09/2021 06:50;4,43;05/09/2021 02:24;05/09/2021 06:50;4,43;Mecânica;Corretiva;;SS50442;FECH
OS92669;REM01-1000-1200-E000001;Corretiva banco;10/11/2021 14:24;10/11/2021 18:08;3,73;10/11/2021 14:24;10/11/2021 18:08;3,73;Elétrica;Corretiva;;SS50443;FECH
OS92670;REM01-1000-1200-E000003;Corretiva banco;08/02/2021 02:24;08/02/2021 05:00;2,6;05/03/2021 05:03;05/03/2021 07:12;2,15;Elétrica;Corretiva;;SS50444;FECH
OS92671;REM01-2000-2100-X000001;Corretiva banco;13/10/2021 04:48;13/10/2021 07:40;2,87;14/10/2021 06:57;14/10/2021 09:36;2,65;Elétrica;Corretiva;;SS50445;FECH
OS92672;REM01-1000-1100-E000001;Corretiva banco;04/08/2021 09:36;04/08/2021 14:18;4,7;11/08/2021 07:32;11/08/2021 12:00;4,47;Mecânica;Corretiva;;SS50446;FECH
OS92673;REM01-2000-2100-X000006;Corretiva banco;15/12/2021 21:36;15/12/2021 23:05;1,48;15/12/2021 21:36;15/12/2021 23:05;1,48;Mecânica;Corretiva;;SS50447;FECH
OS92674;REM01-1000-1200-E000003;Corretiva banco;12/04/2021 02:24;12/04/2021 06:56;4,53;01/05/2021 09:23;01/05/2021 14:24;5,02;Elétrica;Corretiva;;SS50448;FECH
OS92675;REM01-2000-2100-X000001;Corretiva banco;29/03/2021 02:24;29/03/2021 05:47;3,38;13/04/2021 02:24;13/04/2021 05:47;3,38;Mecânica;Corretiva;;SS50449;FECH
OS92676;REM01-2000-2100-X000003;Corretiva banco;11/07/2021 07:12;11/07/2021 11:42;4,5;13/07/2021 07:14;13/07/2021 12:00;4,77;Automação;Corretiva;;SS50450;FECH
OS92677;REM01-2000-2100-X000004;Corretiva banco;21/10/2021 09:36;21/10/2021 12:34;2,97;28/10/2021 22:42;29/10/2021 02:24;3,7;Mecânica;Corretiva;;;FECH
OS92678;REM01-1000-1200-F000001;Corretiva banco;08/01/2021 12:00;08/01/2021 13:07;1,12;13/01/2021 15:11;13/01/2021 16:48;1,62;Mecânica;Corretiva;;;FECH
OS92680;REM01-1000-1200-E000001;Corretiva banco;18/11/2021 16:48;18/11/2021 18:24;1,6;18/11/2021 16:48;18/11/2021 18:24;1,6;Elétrica;Corretiva;;;FECH
OS92681;REM01-2000-2100-X000005;Corretiva banco;23/07/2021 16:48;23/07/2021 21:44;4,93;27/07/2021 18:20;28/07/2021 00:00;5,67;Mecânica;Corretiva;;;FECH
OS92682;REM01-1000-1200-F000001;Corretiva banco;13/07/2021 09:36;13/07/2021 11:06;1,5;26/07/2021 14:48;26/07/2021 16:48;2;Mecânica;Corretiva;;;FECH
OS92683;REM01-2000-2200-X000005;Corretiva banco;21/07/2021 12:00;21/07/2021 14:12;2,2;21/07/2021 12:00;21/07/2021 14:12;2,2;Mecânica;Corretiva;;;FECH
OS92684;REM01-1000-1100-E000002;Corretiva banco;25/12/2021 16:48;25/12/2021 19:58;3,17;25/12/2021 16:48;25/12/2021 19:58;3,17;Mecânica;Corretiva;;;FECH
OS92685;REM01-2000-2100-X000002;Corretiva banco;25/04/2021 21:36;25/04/2021 23:34;1,97;22/10/2021 21:36;22/10/2021 23:34;1,97;Elétrica;Corretiva;;;FECH
OS92687;REM01-3000-3100-C000002;Corretiva banco;11/07/2021 14:24;11/07/2021 17:25;3,02;11/07/2021 14:24;11/07/2021 17:25;3,02;Mecânica;Corretiva;;;FECH
OS92689;REM01-1000-1200-E000001;Corretiva banco;28/01/2021 07:12;28/01/2021 09:08;1,93;04/02/2021 09:20;04/02/2021 12:00;2,67;Mecânica;Corretiva;;;FECH
OS92691;REM01-1000-2200-F000001;Corretiva banco;15/07/2021 12:00;15/07/2021 14:29;2,48;30/07/2021 11:54;30/07/2021 14:24;2,5;Mecânica;Corretiva;;;FECH
OS92693;REM01-1000-1200-E000003;Corretiva banco;19/03/2021 07:12;19/03/2021 08:41;1,48;04/04/2021 17:28;04/04/2021 19:12;1,73;Mecânica;Corretiva;;;FECH
OS92694;REM01-1000-1200-E000001;Corretiva banco;28/12/2021 19:12;28/12/2021 23:12;4;28/12/2021 19:12;28/12/2021 23:12;4;Automação;Corretiva;;;FECH
OS92695;REM01-2000-2200-X000002;Corretiva banco;21/02/2021 02:24;21/02/2021 04:48;2,4;23/02/2021 16:48;23/02/2021 19:12;2,4;Automação;Corretiva;;;FECH
OS92696;REM01-1000-1200-E000004;Corretiva banco;04/02/2021 19:12;04/02/2021 20:52;1,67;22/02/2021 10:48;22/02/2021 12:00;1,2;Elétrica;Corretiva;;SS50470;FECH
OS92698;REM01-1000-1100-E000004;Corretiva banco;01/06/2021 14:24;01/06/2021 18:05;3,68;01/06/2021 14:24;01/06/2021 18:05;3,68;Elétrica;Corretiva;;SS50472;FECH
OS92699;REM01-2000-2200-X000003;Corretiva banco;02/06/2021 21:36;03/06/2021 00:21;2,75;02/06/2021 21:36;03/06/2021 00:21;2,75;Elétrica;Corretiva;;SS50473;FECH
OS92700;REM01-1000-1200-E000003;Corretiva banco;11/05/2021 07:12;11/05/2021 12:11;4,98;22/05/2021 14:41;22/05/2021 19:12;4,52;Mecânica;Corretiva;;SS50474;FECH
OS92701;REM01-1000-2200-F000001;Corretiva banco;01/12/2021 14:24;01/12/2021 15:46;1,37;01/12/2021 14:24;01/12/2021 15:46;1,37;Mecânica;Corretiva;;SS50475;FECH
OS92702;REM01-2000-2200-X000005;Corretiva banco;06/01/2021 16:48;06/01/2021 20:28;3,67;10/01/2021 08:05;10/01/2021 12:00;3,92;Mecânica;Corretiva;;SS50476;FECH
OS92703;REM01-1000-1200-E000003;Corretiva banco;06/06/2021 12:00;06/06/2021 15:08;3,13;06/06/2021 12:00;06/06/2021 15:08;3,13;Automação;Corretiva;;SS50477;FECH
OS92704;REM01-1000-1200-E000001;Corretiva banco;23/06/2021 07:12;23/06/2021 10:29;3,28;23/06/2021 07:12;23/06/2021 10:29;3,28;Mecânica;Corretiva;;SS50478;FECH
OS92705;REM01-2000-2200-X000002;Corretiva banco;22/05/2021 09:36;22/05/2021 12:05;2,48;28/05/2021 21:44;29/05/2021 00:00;2,27;Mecânica;Corretiva;;SS50479;FECH
OS92706;REM01-1000-1100-E000001;Corretiva banco;29/05/2021 21:36;30/05/2021 01:59;4,38;12/05/2021 09:46;12/05/2021 14:24;4,63;Automação;Corretiva;;SS50480;FECH
OS92707;REM01-1000-1200-E000002;Corretiva banco;07/12/2021 02:24;07/12/2021 06:59;4,58;22/12/2021 07:10;22/12/2021 12:00;4,83;Elétrica;Corretiva;;SS50481;FECH
OS92708;REM01-2000-2100-X000001;Corretiva banco;29/10/2021 14:24;29/10/2021 15:56;1,53;29/10/2021 14:24;29/10/2021 15:56;1,53;Mecânica;Corretiva;;SS50482;FECH
OS92709;REM01-3000-3100-C000002;Corretiva banco;06/10/2021 19:12;06/10/2021 20:36;1,4;06/10/2021 19:12;06/10/2021 20:36;1,4;Mecânica;Corretiva;;SS50483;FECH
OS92710;REM01-2000-2200-X000003;Corretiva banco;27/12/2021 04:48;27/12/2021 09:44;4,93;27/12/2021 04:48;27/12/2021 09:44;4,93;Elétrica;Corretiva;;SS50484;FECH
OS92711;REM01-1000-1200-E000001;Corretiva banco;18/01/2021 19:12;18/01/2021 23:49;4,62;25/09/2021 19:12;25/09/2021 23:49;4,62;Elétrica;Corretiva;;SS50485;FECH
OS92712;REM01-1000-1200-E000002;Corretiva banco;24/01/2021 09:36;24/01/2021 14:15;4,65;29/01/2021 09:36;29/01/2021 14:15;4,65;Mecânica;Corretiva;;SS50486;FECH
OS92713;REM01-1000-1100-E000006;Corretiva banco;12/10/2021 04:48;12/10/2021 08:39;3,85;12/10/2021 04:48;12/10/2021 08:39;3,85;Mecânica;Corretiva;;SS50487;FECH
OS92714;REM01-2000-2200-X000002;Corretiva banco;06/08/2021 14:24;06/08/2021 19:09;4,75;26/08/2021 06:31;26/08/2021 12:00;5,48;Automação;Corretiva;;SS50488;FECH
OS92715;REM01-2000-2100-X000002;Corretiva banco;24/04/2021 16:48;24/04/2021 19:06;2,3;20/05/2021 04:10;20/05/2021 07:12;3,03;Elétrica;Corretiva;;SS50489;FECH
OS92716;REM01-3000-3100-C000002;Corretiva banco;11/12/2021 19:12;11/12/2021 21:48;2,6;11/12/2021 19:12;11/12/2021 21:48;2,6;Automação;Corretiva;;SS50490;FECH
OS92717;REM01-3000-3200-T000002;Corretiva banco;14/12/2021 02:24;14/12/2021 05:47;3,38;14/12/2021 02:24;14/12/2021 05:47;3,38;Mecânica;Corretiva;;SS50491;FECH
OS92718;REM01-1000-1100-E000005;Corretiva banco;24/07/2021 12:00;24/07/2021 16:49;4,82;24/07/2021 12:00;24/07/2021 16:49;4,82;Mecânica;Corretiva;;SS50492;FECH
OS92719;REM01-2000-2100-X000004;Corretiva banco;09/09/2021 07:12;09/09/2021 08:58;1,77;13/09/2021 07:20;13/09/2021 09:36;2,27;Elétrica;Corretiva;;SS50493;FECH
OS92720;REM01-3000-3200-T000001;Corretiva banco;08/08/2021 02:24;08/08/2021 06:46;4,37;08/08/2021 02:24;08/08/2021 06:46;4,37;Elétrica;Corretiva;;SS50494;FECH
OS92721;REM01-1000-1200-F000002;Corretiva banco;04/12/2021 14:24;04/12/2021 17:49;3,42;04/12/2021 14:24;04/12/2021 17:49;3,42;Elétrica;Corretiva;;SS50495;FECH
OS92722;REM01-1000-1100-E000001;Corretiva banco;28/12/2021 14:24;28/12/2021 18:24;4;28/12/2021 14:24;28/12/2021 18:24;4;Automação;Corretiva;;SS50496;FECH
OS92724;REM01-2000-2100-X000001;Corretiva banco;28/02/2021 07:12;28/02/2021 08:45;1,55;03/04/2021 02:45;03/04/2021 04:48;2,05;Mecânica;Corretiva;;SS50498;FECH
OS92725;REM01-1000-1200-F000002;Corretiva banco;12/02/2021 09:36;12/02/2021 11:00;1,4;15/03/2021 10:06;15/03/2021 12:00;1,9;Mecânica;Corretiva;;SS50499;FECH
OS92726;REM01-3000-3100-C000002;Corretiva banco;22/10/2021 02:24;22/10/2021 06:15;3,85;22/10/2021 02:24;22/10/2021 06:15;3,85;Mecânica;Corretiva;;SS50500;FECH
OS92727;REM01-1000-2200-F000001;Corretiva banco;26/11/2021 04:48;26/11/2021 07:32;2,73;26/11/2021 04:48;26/11/2021 07:32;2,73;Automação;Corretiva;;SS50501;FECH
OS92728;REM01-1000-1200-F000001;Corretiva banco;16/10/2021 02:24;16/10/2021 05:00;2,6;16/10/2021 02:24;16/10/2021 05:00;2,6;Mecânica;Corretiva;;SS50502;FECH
OS92729;REM01-1000-1200-E000001;Corretiva banco;11/12/2021 16:48;11/12/2021 20:21;3,55;11/12/2021 16:48;11/12/2021 20:21;3,55;Elétrica;Corretiva;;SS50503;FECH
OS92730;REM01-2000-2100-X000002;Corretiva banco;18/03/2021 19:12;19/03/2021 00:07;4,92;09/04/2021 17:09;09/04/2021 21:36;4,45;Mecânica;Corretiva;;SS50504;FECH
OS92732;REM01-1000-2200-F000002;Corretiva banco;09/09/2021 04:48;09/09/2021 08:05;3,28;28/09/2021 07:59;28/09/2021 12:00;4,02;Automação;Corretiva;;SS50506;FECH
OS92733;REM01-2000-2100-X000002;Corretiva banco;27/07/2021 02:24;27/07/2021 07:22;4,97;25/10/2021 02:24;25/10/2021 07:22;4,97;Mecânica;Corretiva;;SS50507;FECH
OS92734;REM01-2000-2100-X000003;Corretiva banco;22/06/2021 04:48;22/06/2021 06:43;1,92;22/06/2021 04:48;22/06/2021 06:43;1,92;Mecânica;Corretiva;;SS50508;FECH
OS92736;REM01-2000-2200-X000001;Corretiva banco;05/12/2021 12:00;05/12/2021 13:20;1,33;05/12/2021 12:00;05/12/2021 13:20;1,33;Elétrica;Corretiva;;SS50510;FECH
OS92737;REM01-1000-1100-E000002;Corretiva banco;26/07/2021 21:36;26/07/2021 23:55;2,32;26/07/2021 21:36;26/07/2021 23:55;2,32;Mecânica;Corretiva;;SS50511;FECH
OS92738;REM01-1000-1200-E000001;Corretiva banco;23/04/2021 02:24;23/04/2021 03:56;1,53;24/05/2021 12:08;24/05/2021 14:24;2,27;Mecânica;Corretiva;;SS50512;FECH
OS92739;REM01-1000-1200-E000001;Corretiva banco;20/01/2021 09:36;20/01/2021 14:00;4,4;29/01/2021 16:56;29/01/2021 21:36;4,67;Mecânica;Corretiva;;;FECH
OS92740;REM01-2000-2100-X000005;Corretiva banco;08/05/2021 16:48;08/05/2021 18:40;1,87;14/05/2021 16:48;14/05/2021 18:40;1,87;Elétrica;Corretiva;;;FECH
OS92741;REM01-1000-2200-F000001;Corretiva banco;01/03/2021 04:48;01/03/2021 06:53;2,08;03/03/2021 04:23;03/03/2021 07:12;2,82;Mecânica;Corretiva;;;FECH
OS92742;REM01-2000-2100-X000006;Corretiva banco;04/10/2021 14:24;04/10/2021 15:57;1,55;20/10/2021 08:02;20/10/2021 09:36;1,57;Mecânica;Corretiva;;;FECH
OS92743;REM01-1000-1200-E000006;Corretiva banco;16/04/2021 19:12;16/04/2021 22:49;3,62;16/05/2021 19:12;16/05/2021 22:49;3,62;Elétrica;Corretiva;;;FECH
OS92744;REM01-3000-3200-T000002;Corretiva banco;08/11/2021 19:12;08/11/2021 23:29;4,28;13/11/2021 17:32;13/11/2021 21:36;4,07;Mecânica;Corretiva;;;FECH
OS92745;REM01-1000-1200-E000005;Corretiva banco;30/03/2021 07:12;30/03/2021 09:20;2,13;14/04/2021 07:12;14/04/2021 09:20;2,13;Automação;Corretiva;;;FECH
OS92746;REM01-2000-2100-X000006;Corretiva banco;03/02/2021 14:24;03/02/2021 17:29;3,08;07/03/2021 20:39;08/03/2021 00:00;3,35;Automação;Corretiva;;;FECH
OS92747;REM01-2000-2100-X000006;Corretiva banco;12/09/2021 21:36;12/09/2021 23:25;1,82;29/09/2021 00:20;29/09/2021 02:24;2,07;Elétrica;Corretiva;;;FECH
OS92748;REM01-2000-2100-X000004;Corretiva banco;18/08/2021 12:00;18/08/2021 14:03;2,05;18/08/2021 12:00;18/08/2021 14:03;2,05;Automação;Corretiva;;;FECH
OS92750;REM01-1000-1100-E000003;Corretiva banco;13/12/2021 07:12;13/12/2021 11:31;4,32;13/12/2021 07:12;13/12/2021 11:31;4,32;Mecânica;Corretiva;;;FECH
OS92751;REM01-2000-2200-X000005;Corretiva banco;05/08/2021 09:36;05/08/2021 14:16;4,67;05/08/2021 09:36;05/08/2021 14:16;4,67;Mecânica;Corretiva;;;FECH
OS92752;REM01-2000-2200-X000004;Corretiva banco;20/10/2021 21:36;20/10/2021 23:06;1,5;20/10/2021 21:36;20/10/2021 23:06;1,5;Mecânica;Corretiva;;;FECH
OS92753;REM01-1000-1200-E000006;Corretiva banco;30/06/2021 21:36;30/06/2021 23:47;2,18;30/06/2021 21:36;30/06/2021 23:47;2,18;Automação;Corretiva;;;FECH
OS92754;REM01-3000-3200-T000001;Corretiva banco;18/11/2021 07:12;18/11/2021 09:27;2,25;18/11/2021 07:12;18/11/2021 09:27;2,25;Mecânica;Corretiva;;;FECH
OS92755;REM01-1000-1200-E000002;Corretiva banco;03/09/2021 04:48;03/09/2021 09:36;4,8;03/09/2021 04:48;03/09/2021 09:36;4,8;Automação;Corretiva;;;FECH
OS92756;REM01-1000-1200-E000005;Corretiva banco;16/11/2021 19:12;16/11/2021 23:18;4,1;18/11/2021 05:58;18/11/2021 09:36;3,63;Mecânica;Corretiva;;;FECH
OS92757;REM01-1000-1200-E000005;Corretiva banco;25/09/2021 19:12;25/09/2021 23:13;4,02;25/09/2021 19:12;25/09/2021 23:13;4,02;Mecânica;Corretiva;;;FECH
OS92758;REM01-1000-1200-E000001;Corretiva banco;15/08/2021 02:24;15/08/2021 05:26;3,03;28/08/2021 01:30;28/08/2021 04:48;3,3;Mecânica;Corretiva;;;FECH
OS92759;REM01-1000-1100-E000001;Corretiva banco;06/10/2021 04:48;06/10/2021 07:45;2,95;17/10/2021 06:53;17/10/2021 09:36;2,72;Mecânica;Corretiva;;;CONC
OS92761;REM01-1000-1100-E000002;Corretiva banco;20/03/2021 02:24;20/03/2021 05:18;2,9;12/04/2021 11:29;12/04/2021 14:24;2,92;Mecânica;Corretiva;;;FECH
OS92763;REM01-2000-2200-X000001;Corretiva banco;08/11/2021 07:12;08/11/2021 10:46;3,57;08/11/2021 07:12;08/11/2021 10:46;3,57;Elétrica;Corretiva;;SS50537;FECH
OS92764;REM01-1000-1200-E000003;Corretiva banco;27/03/2021 09:36;27/03/2021 10:40;1,07;11/04/2021 09:36;11/04/2021 10:40;1,07;Mecânica;Corretiva;;SS50538;FECH
OS92765;REM01-2000-2100-X000001;Corretiva banco;17/09/2021 21:36;18/09/2021 00:38;3,03;17/09/2021 21:36;18/09/2021 00:38;3,03;Mecânica;Corretiva;;SS50539;FECH
OS92766;REM01-1000-1200-E000005;Corretiva banco;18/12/2021 19:12;18/12/2021 22:55;3,72;30/12/2021 07:48;30/12/2021 12:00;4,2;Automação;Corretiva;;SS50540;FECH
OS92767;REM01-3000-3200-T000001;Corretiva banco;05/10/2021 02:24;05/10/2021 05:35;3,18;05/10/2021 02:24;05/10/2021 05:35;3,18;Automação;Corretiva;;SS50541;CONC
OS92768;REM01-1000-2200-F000001;Corretiva banco;28/02/2021 12:00;28/02/2021 13:23;1,38;05/03/2021 12:00;05/03/2021 13:23;1,38;Mecânica;Corretiva;;SS50542;FECH
